,index,epoch,low,high,open,close,volume,date
287,12,1623838500,39939.57,40069.7,40004.3,39954.85,32.81678749,2021-06-16 10:15:00
288,11,1623839400,39702.57,39964.59,39964.59,39740.21,126.27923698,2021-06-16 10:30:00
289,10,1623840300,39681.84,39823.43,39739.12,39770.39,94.47644682,2021-06-16 10:45:00
290,9,1623841200,39172.86,39787.11,39770.39,39280.01,429.7628657,2021-06-16 11:00:00
291,8,1623842100,39100.0,39294.63,39274.65,39247.74,259.09669308,2021-06-16 11:15:00
292,7,1623843000,38945.0,39258.33,39255.43,39060.76,370.96652534,2021-06-16 11:30:00
293,6,1623843900,38929.22,39214.98,39060.76,39098.92,158.57124844,2021-06-16 11:45:00
294,5,1623844800,38922.0,39201.29,39092.65,39133.4,281.71268512,2021-06-16 12:00:00
295,4,1623845700,38900.0,39141.45,39133.4,38932.87,375.53922093,2021-06-16 12:15:00
296,3,1623846600,38900.0,39077.39,38932.86,39057.03,166.16220228,2021-06-16 12:30:00
297,2,1623847500,39050.29,39189.04,39057.04,39073.07,146.55205606,2021-06-16 12:45:00
298,1,1623848400,38991.63,39174.54,39074.37,38991.64,176.92891617,2021-06-16 13:00:00
299,0,1623849300,38985.18,39049.03,38990.0,39039.4,5.50443223,2021-06-16 13:15:00
